ID_Mahasiswa;Gender;IPS_Sem1;IPS_Sem2;IPS_Sem3;IPS_Sem4;Total_SKS_Ambil;Total_SKS_Lulus;Nilai_Matkul_Killer;Jml_Mengulang;Status_Beasiswa;Bekerja;Label_Lulus
MHS616;0;3.287.952.218.466.160;29.252.842.569.944.500;35.611.017.838.488.500;31.848.867.185.575.200;95;80;3;2;0;1;1
MHS617;0;2.888.592.150.140.150;3.121.151.137.331.920;2.313.221.804.033.930;2.0;133;105;4;2;0;1;1
MHS618;1;21.302.990.140.316.300;24.737.599.615.017.900;33.761.624.465.137.100;31.794.448.799.734.200;132;130;3;3;0;0;1
MHS619;0;3.262.402.898.195.340;3.747.706.831.237.680;29.178.046.174.635.400;2.941.392.713.131.430;133;124;1;0;1;1;0
MHS620;1;2.652.840.594.780.580;2.235.083.545.898.360;2.899.701.092.534.530;32.675.225.958.519.900;118;116;2;4;1;1;1
MHS621;0;3.417.910.534.362.420;35.226.557.150.519.700;2.830.311.496.850.940;2.926.030.349.046.200;74;45;3;2;1;0;1
MHS622;1;3.500.683.228.145.430;31.322.922.680.145.500;29.369.341.198.380.700;3.483.655.616.519.100;124;114;1;1;1;0;0
MHS623;1;4.0;30.198.458.786.659.200;26.327.133.067.137.100;2.0;140;135;1;2;1;0;1
MHS624;0;28.937.493.176.544.100;3.589.474.199.618.330;3.298.379.323.150.920;2.0;84;55;2;1;0;1;1
MHS625;1;2.879.516.434.143.990;31.433.964.487.720.900;32.871.602.470.373.500;2.936.608.702.810.790;110;103;1;5;1;1;1
MHS626;1;21.097.714.239.967.400;31.705.192.552.537.700;21.843.627.522.159.100;27.982.634.700.034.900;141;119;1;4;1;0;1
MHS627;1;25.653.738.223.920.400;2.828.517.416.921.670;31.915.410.785.224.000;25.976.203.266.906.300;96;96;3;1;1;1;1
MHS628;0;39.336.121.021.561.500;36.216.171.652.397.300;33.535.930.925.250.400;34.895.927.177.948.600;71;60;2;4;1;0;1
MHS629;1;34.493.089.197.993.200;2.315.818.453.972.980;30.997.426.497.214.500;2.959.525.896.878.070;72;59;3;2;1;1;1
MHS630;1;34.319.733.186.349.300;29.941.382.483.954.000;27.695.838.301.016.100;281.328.515.249.191;104;81;4;3;1;1;1
MHS631;1;25.901.339.390.948.500;34.216.650.549.307.200;3.085.942.417.125.660;3.459.275.411.896.830;80;80;3;1;0;1;0
MHS632;0;2.920.663.247.260.370;36.261.835.483.303.800;3.276.884.231.407.710;28.237.878.724.681.300;102;98;4;1;0;0;0
MHS633;0;31.236.564.905.698.000;2.250.204.224.570.900;25.078.001.870.659.000;32.923.198.491.345.500;146;146;4;2;1;1;1
MHS634;1;34.172.463.603.523.000;2.080.733.438.755.130;4.0;4.0;138;120;2;2;0;1;1
MHS635;0;36.733.217.157.172.400;23.693.940.740.738.400;3.986.405.377.359.040;3.207.588.301.161.530;113;107;3;4;1;1;1
MHS636;0;3.211.439.423.376.660;2.0;28.861.853.692.575.900;24.561.590.617.311.600;118;114;2;3;1;1;1
MHS637;1;2.454.551.705.013.610;3.397.150.565.988.500;29.090.540.407.433.100;30.690.953.183.920.000;85;82;4;4;0;1;1
MHS638;0;3.067.623.270.175.610;2.611.658.569.950.440;29.424.316.982.543.500;2.544.161.769.599.050;112;96;1;4;1;0;1
MHS639;0;29.497.621.397.141.400;2.971.304.648.499.220;32.052.750.426.638.000;288.446.526.127.116;147;123;3;5;1;1;1
MHS640;0;24.163.757.202.527.500;35.257.316.595.040.500;2.547.847.093.252.670;29.527.588.429.277.500;149;139;2;2;0;1;1
MHS641;1;34.094.018.878.686.300;3.078.978.801.390.470;3.865.425.772.934.980;2.582.524.815.856.160;121;117;4;3;1;1;1
MHS642;0;270.179.429.601.556;28.504.091.137.862.800;34.044.596.346.963.500;2.707.772.354.074.780;126;98;2;0;1;1;1
MHS643;1;32.374.118.724.948.100;2.0;3.267.584.154.637.370;31.376.887.439.027.100;104;82;3;0;1;0;1
MHS644;1;33.627.641.865.189.900;30.683.359.355.814.400;3.613.968.673.692.660;29.941.698.220.555.900;127;118;4;1;1;1;0
MHS645;0;36.493.650.543.201.000;2.642.521.574.951.970;245.666.900.448.554;300.004.951.092.591;124;122;1;2;1;0;1
MHS646;1;28.032.235.633.754.300;34.549.978.910.606.100;3.439.073.967.669.260;2.876.814.070.793.320;145;129;4;1;0;0;1
MHS647;1;24.539.292.032.856.300;28.731.619.612.288.000;28.274.176.472.751.000;3.244.627.267.538.160;99;92;2;0;0;0;1
MHS648;0;3.720.972.502.900.940;2.743.812.879.661.650;30.279.319.699.222.400;28.451.751.430.059.600;131;113;4;1;1;0;1
MHS649;0;2.685.363.604.613.040;32.187.205.388.327.900;28.184.796.132.952.700;329.726.053.772.826;85;63;3;1;1;1;1
MHS650;1;33.199.517.004.917.600;23.420.571.288.368.800;2.846.470.840.545.640;36.003.794.807.684.500;91;77;1;3;0;0;1
MHS651;0;30.575.580.348.928.300;287.206.309.204.211;30.347.695.544.465.500;39.508.178.854.159.800;117;117;1;5;1;0;1
MHS652;1;2.887.171.809.643.870;36.945.121.814.813.800;3.318.662.341.511.530;38.081.500.213.609.500;141;114;2;0;0;1;1
MHS653;0;33.445.015.720.207.000;2.740.724.196.394.450;2.461.997.174.930.540;2.0;81;79;2;5;0;0;1
MHS654;1;26.001.850.879.164.800;2.876.143.078.748.520;25.447.796.447.165.800;4.0;124;98;1;3;1;0;1
MHS655;0;2.852.603.774.613.730;25.316.532.600.947.300;366.428.973.571.073;22.844.018.887.106.800;88;86;2;0;1;1;1
MHS656;0;32.341.216.490.357.600;2.989.911.674.149.360;3.010.846.027.763.140;2.526.811.006.321.090;106;94;4;2;1;1;1
MHS657;0;2.481.466.963.215.000;3.332.684.467.516.410;2.601.931.598.406.750;25.249.682.512.669.300;129;120;1;2;1;1;1
MHS658;0;29.586.424.880.517.500;31.215.458.638.303.400;34.756.531.221.497.400;3.263.448.961.832.890;95;67;3;1;1;1;1
MHS659;0;33.943.924.915.636.500;3.131.540.400.856.110;25.189.005.253.391.600;3.162.669.647.987.490;134;114;3;1;0;1;1
MHS660;0;2.953.847.303.099.610;3.778.153.694.240.130;3.245.039.814.125.740;3.273.827.885.959.590;115;94;3;5;0;0;1
MHS661;0;30.632.064.147.168.000;24.111.944.960.941.100;393.655.221.231.239;348.903.593.364.855;106;88;4;3;0;0;1
MHS662;0;3.434.547.643.122.660;24.772.798.668.125.900;21.598.118.040.398.300;3.527.267.881.679.700;121;109;1;4;1;0;1
MHS663;0;31.053.004.196.488.200;275.576.195.994.482;3.796.334.999.141.440;3.009.672.035.405.870;139;131;1;2;0;0;1
MHS664;0;2.820.773.697.006.420;322.480.412.385.498;26.238.599.977.424.100;30.974.024.575.803.100;104;93;2;4;1;1;1
MHS665;0;33.841.669.961.451.500;26.878.008.598.732.100;2.0;30.643.264.739.771.000;102;95;4;1;1;1;1
MHS666;1;29.174.385.388.890.800;2.586.742.414.376.970;3.292.341.640.958.960;28.148.872.040.668.200;78;71;2;1;0;1;1
MHS667;0;31.449.121.582.752.300;3.296.716.879.812.050;2.863.175.106.160.990;27.556.208.113.102.800;149;141;2;1;0;1;0
MHS668;0;272.648.787.449.517;29.506.911.781.797.200;2.794.015.065.443.480;2.108.389.259.358.100;98;76;1;5;0;0;1
MHS669;0;33.227.938.560.870.900;30.096.906.188.490.100;2.0;3.391.314.913.158.250;88;68;3;4;1;0;1
MHS670;1;31.395.419.291.725.900;31.457.818.383.409.800;2.154.664.186.196.770;2.510.750.227.066.690;130;109;1;2;0;1;1
MHS671;0;33.174.519.057.924.600;4.0;31.913.598.965.285.200;3.022.979.698.059.380;80;54;4;1;0;0;1
MHS672;1;32.430.923.957.809.600;20.253.141.223.387.800;2.0;3.369.590.247.350.780;90;73;3;3;1;0;1
MHS673;1;2.868.626.626.156.740;2.202.053.015.712.940;26.304.856.709.883.800;332.616.516.908.834;122;94;2;2;1;1;1
MHS674;0;3.378.244.177.158.040;20.429.699.647.062.600;33.297.256.205.568.000;25.980.257.926.362.500;148;136;2;0;1;1;1
MHS675;1;32.294.456.981.809.400;2.773.759.720.006.790;23.465.750.712.724.900;28.505.898.062.871.700;98;89;4;0;1;1;1
MHS676;1;33.401.077.279.514.100;29.005.751.282.411.700;2.146.081.036.930.220;31.662.340.418.794.300;95;87;4;2;1;1;1
MHS677;1;31.072.672.135.146.000;38.737.774.538.116.300;28.911.909.099.142.500;2.916.865.553.139.810;132;122;3;0;1;0;0
MHS678;1;271.207.906.415.053;31.702.312.232.418.200;38.727.753.550.725.000;34.606.590.244.190.700;106;92;1;1;0;1;1
MHS679;1;3.342.794.873.149.200;29.291.757.069.949.300;35.831.852.728.346.200;3.265.487.830.982.040;144;117;4;1;0;1;1
MHS680;0;3.160.688.159.540.720;27.607.308.497.885.200;3.259.531.111.802.460;25.112.626.815.306.300;136;116;3;5;1;1;1
MHS681;0;26.614.048.811.733.500;32.077.753.707.371.100;28.619.886.757.222.100;3.134.359.263.652.330;119;97;1;4;1;1;1
MHS682;1;22.940.741.458.390.200;2.880.618.640.055.870;39.655.555.344.312.600;3.429.488.513.021.650;87;87;4;2;0;1;1
MHS683;0;30.223.038.622.171.400;3.628.539.884.240.530;4.0;35.687.695.065.753.100;81;69;2;1;0;0;1
MHS684;0;28.423.985.369.182.600;2.880.923.532.478.070;3.292.065.742.409.400;33.069.331.730.703.900;75;49;2;4;1;1;1
MHS685;1;2.573.806.616.962.940;3.237.682.805.346.000;33.162.271.083.211.500;27.629.109.124.480.100;126;116;4;3;0;0;1
MHS686;0;31.137.479.378.660.200;3.317.983.875.355.860;25.889.619.940.860.300;23.903.577.667.389.000;93;86;2;5;0;0;1
MHS687;1;28.504.975.189.587.700;27.454.161.150.375.100;4.0;34.135.801.559.326.000;95;71;1;1;0;0;1
MHS688;1;27.517.341.322.590.100;24.232.537.870.076.000;31.339.218.189.331.600;25.882.325.146.870.700;73;64;2;3;1;0;1
MHS689;0;2.911.353.288.405.040;29.987.992.248.757.200;2.0;3.012.083.076.025.090;89;71;4;3;0;1;1
MHS690;0;3.802.253.790.082.700;24.711.988.996.075.300;26.663.576.322.718.500;2.659.708.556.966.660;88;63;1;2;1;0;1
MHS691;1;3.060.430.939.513.190;2.565.604.126.420.240;28.385.567.977.106.900;32.972.499.033.747.700;96;89;2;3;0;0;1
MHS692;0;31.215.758.573.116.200;32.932.803.840.534.300;3.968.777.150.981.160;2.0;144;129;2;3;1;1;1
MHS693;0;33.607.904.475.588.200;2.856.363.753.942.260;30.854.140.397.118.100;32.203.924.661.710.800;71;43;1;1;1;1;1
MHS694;0;3.288.790.090.165.960;36.514.927.493.584.600;3.535.511.973.180.380;31.636.446.346.417.000;88;62;1;2;1;0;1
MHS695;1;35.293.903.367.451.200;3.099.065.825.567.930;32.397.208.458.716.300;2.965.123.285.385.600;78;55;3;2;1;0;1
MHS696;0;34.003.827.133.697.900;2.803.909.219.401.200;28.367.045.862.745.800;34.155.599.989.969.500;124;111;4;1;1;1;1
MHS697;0;2.468.413.322.130.320;3.207.316.447.620.660;30.848.158.530.928.100;4.0;109;108;4;3;0;0;1
MHS698;0;4.0;3.145.123.282.833.510;25.367.664.908.794.400;2.519.935.630.675.850;129;113;1;4;0;1;1
MHS699;0;3.124.964.513.131.590;2.719.258.487.616.980;2.535.430.604.512.090;36.893.611.133.500.300;89;65;3;5;1;1;1
MHS700;0;2.942.598.875.620.460;328.338.586.309.209;2.671.313.723.002.630;2.975.517.484.570.770;118;94;3;5;1;1;1
MHS701;0;2.571.089.485.910.680;29.170.008.146.897.100;2.885.473.221.683.940;24.990.215.716.520.800;73;45;2;3;1;0;1
MHS702;0;356.214.268.416.526;3.714.030.388.561.620;32.453.310.783.049.200;3.230.633.971.704.670;76;55;1;2;1;0;1
MHS703;1;2.722.277.603.567.490;3.010.932.871.091.110;33.936.612.528.232.600;30.647.698.196.030.200;142;134;2;4;0;0;1
MHS704;0;29.710.461.250.615.400;2.632.441.599.637.700;29.070.377.595.256.100;22.003.026.189.028.400;97;70;3;0;1;1;1
MHS705;1;23.927.911.631.112.100;3.228.119.398.683.650;38.056.478.834.551.300;348.297.154.273.612;94;82;3;4;0;0;1
MHS706;0;335.786.712.058.542;4.0;4.0;26.566.423.284.983.500;136;107;1;4;0;1;1
MHS707;1;2.914.807.117.305.900;25.935.882.048.317.100;34.140.294.074.466.500;35.355.402.502.014.000;111;100;4;5;1;0;1
MHS708;1;3.406.658.036.300.870;29.452.727.005.813.400;38.659.623.411.611.900;2.0;89;74;1;2;1;1;1
MHS709;1;30.647.309.675.625.900;200.716.832.209.822;346.999.040.904.641;28.052.286.027.084.200;86;72;1;1;1;1;1
MHS710;1;30.714.748.050.576.900;31.133.558.431.702.800;3.153.219.417.127.580;30.016.049.338.817.400;112;93;3;1;1;1;1
MHS711;1;31.467.404.764.369.800;27.467.959.458.495.400;36.515.324.901.662.200;27.416.969.073.632.100;100;90;2;0;1;0;0
MHS712;1;3.772.905.213.582.080;3.549.264.311.107.060;32.389.196.016.444.700;29.362.111.437.238.600;149;128;2;5;1;1;1
MHS713;0;24.491.529.737.214.500;32.862.259.675.061.300;24.465.547.977.251.700;3.981.398.121.685.300;123;112;2;1;0;1;0
MHS714;0;29.995.366.868.849.200;2.739.288.977.957.680;2.680.136.535.109.310;30.735.517.632.342.000;130;128;3;5;1;1;1
MHS715;0;3.444.576.912.393.900;2.439.124.448.572.050;2.616.567.980.997.720;30.340.361.346.243.100;128;112;4;1;0;1;1
MHS716;1;3.016.249.931.443.930;3.402.796.917.497.580;303.770.887.130.623;2.487.535.966.707.110;109;91;3;1;0;0;1
MHS717;1;33.225.189.277.244.900;29.937.933.902.372.000;2.383.193.287.982.040;20.507.384.849.677.100;118;102;4;4;1;0;1
MHS718;1;27.061.222.237.501.700;2.308.922.015.362.260;34.796.786.797.522.400;29.309.883.622.751.100;124;100;3;1;0;0;1
MHS719;1;3.095.496.873.885.300;30.212.741.289.951.500;23.615.721.117.794.500;34.742.542.716.317.600;126;114;3;2;1;0;1
MHS720;0;31.767.112.619.027.700;286.143.226.537.989;31.827.476.015.455.500;34.964.612.717.594.500;100;99;3;0;0;1;0
MHS721;0;2.748.447.887.789.290;4.0;30.443.531.195.223.700;31.157.649.519.014.300;106;90;1;3;1;0;1
MHS722;0;3.516.940.527.462.100;2.796.269.946.354.190;34.539.811.568.135.200;30.617.399.045.822.900;139;111;2;0;0;0;1
MHS723;1;26.382.100.381.799.500;2.999.738.738.165.980;34.180.728.278.528.800;3.726.857.048.439.730;139;123;1;4;0;1;1
MHS724;1;25.653.565.065.056.700;2.994.566.431.482.510;3.068.676.239.703.510;4.0;87;78;4;2;0;0;1
MHS725;0;20.613.880.365.274;2.925.576.242.418.940;32.199.129.035.155.400;21.247.961.322.762.400;105;101;2;4;0;1;1
MHS726;0;31.549.473.896.903.100;23.632.072.257.017.000;27.926.865.497.140.600;2.502.413.020.050.380;90;78;2;4;0;0;1
MHS727;1;29.375.565.573.249.600;30.078.488.979.788.700;31.093.296.533.786.400;27.768.397.423.828.200;85;62;4;4;1;1;1
MHS728;1;4.0;30.199.211.610.940.800;2.0;3.042.100.504.169.680;82;82;1;1;0;0;0
MHS729;0;20.767.134.760.977.900;27.856.727.365.417.300;35.147.202.779.635.200;28.315.524.366.074.300;117;104;4;3;1;0;1
MHS730;0;3.500.064.667.876.990;4.0;2.145.418.222.404.770;361.487.756.527.899;144;120;1;1;1;1;1
MHS731;0;26.833.574.073.269.200;32.930.395.171.701.800;3.098.589.871.902.810;26.136.128.032.528.100;106;101;1;5;1;1;1
MHS732;0;27.430.496.866.755.700;2.400.524.301.003.060;38.923.875.195.925.400;30.067.251.823.096.400;117;112;1;5;1;0;1
MHS733;1;2.816.420.740.023.060;29.083.328.282.496.000;36.269.334.444.118.700;2.602.281.026.181.510;140;130;4;3;0;0;1
MHS734;0;4.0;31.958.201.199.444.600;33.382.393.343.865.200;28.653.239.476.366.200;124;96;1;1;1;1;1
MHS735;1;32.566.862.843.190.100;23.121.921.421.596.200;27.221.516.614.690.500;31.339.683.926.872.700;144;130;1;3;1;1;1
MHS736;1;3.409.686.634.069.700;3.211.944.741.221.990;25.171.086.835.680.200;2.730.713.163.351.680;112;87;3;5;1;1;1
MHS737;0;33.059.963.159.572.400;21.371.628.733.124.400;2.012.664.552.706.440;26.254.603.916.743.500;89;61;3;4;1;1;1
MHS738;0;2.919.400.988.836.430;3.330.684.731.593.070;26.645.566.320.545.900;34.445.513.892.914.800;93;80;4;4;0;1;1
MHS739;1;2.332.068.797.915.690;33.620.682.796.572.400;3.645.379.212.061.210;4.0;134;118;3;2;0;0;1
MHS740;0;22.647.552.243.843.700;2.368.615.112.150.710;2.612.062.588.416.750;30.394.820.228.340.400;128;119;2;3;0;1;1
MHS741;1;2.925.357.372.638.170;2.089.039.725.339.630;25.640.861.167.210.500;3.678.216.855.082.860;71;55;2;3;0;0;1
MHS742;1;36.613.722.334.425.600;2.915.438.657.178.590;3.039.786.767.471.080;33.794.122.080.818.000;109;97;4;0;0;1;1
MHS743;1;27.847.811.536.495.100;28.359.270.775.867.100;2.494.098.239.495.610;34.052.487.495.751.300;149;145;4;0;0;0;1
MHS744;0;28.637.949.916.981.500;36.168.621.391.680.900;25.974.524.094.847.400;30.942.378.805.090.500;131;124;1;4;0;1;1
MHS745;1;29.171.402.856.632.800;2.995.672.673.039.740;29.850.174.667.556.200;2.912.117.198.037.340;73;69;4;4;0;0;1
MHS746;1;2.927.380.329.636.100;3.485.696.551.071.540;32.044.395.003.159.300;2.723.686.044.961.880;142;115;3;0;0;0;1
MHS747;1;21.952.395.084.595.100;26.513.454.246.504.800;2.092.229.185.237.330;32.684.878.484.718.700;140;117;3;3;0;0;1
MHS748;0;2.637.906.867.029.070;2.971.157.198.551.320;38.088.746.552.621.000;37.799.688.511.864.100;106;105;1;5;0;1;1
MHS749;1;4.0;32.182.648.339.062.800;2.548.489.708.677.700;24.998.037.152.572.500;97;94;2;5;1;1;1
MHS750;0;34.998.574.016.327.200;25.509.153.084.239.400;31.304.115.838.387.600;29.875.836.661.481.200;108;91;1;4;0;0;1
MHS751;1;2.659.516.108.357.260;2.231.680.549.525.190;30.970.275.331.918.700;35.462.110.011.471.700;130;121;2;3;0;0;1
MHS752;0;24.472.076.454.930.200;34.334.730.829.552.900;2.815.085.455.727.740;28.360.317.388.112.400;82;69;3;3;1;1;1
MHS753;0;3.731.242.854.239.790;30.897.912.297.315.800;312.607.775.283.381;3.630.506.988.290.000;119;115;2;5;0;0;1
MHS754;0;29.442.546.064.374.400;3.720.902.664.507.950;28.192.113.442.783.000;2.747.640.294.906.440;123;98;1;2;0;1;1
MHS755;0;33.764.613.326.439.100;341.070.032.349.588;24.666.586.483.470.600;30.249.930.176.783.300;70;50;4;1;0;0;1
MHS756;0;3.231.616.523.352.010;2.905.893.768.947.200;23.590.742.982.786.600;22.015.458.339.397.200;107;81;3;4;0;1;1
MHS757;1;23.346.474.343.345.300;2.0;26.502.927.299.383.500;30.808.492.633.523.700;86;68;1;2;0;1;1
MHS758;0;3.866.881.345.760.770;3.030.072.338.641.500;23.604.192.923.228.300;26.970.657.769.183.500;88;63;2;0;1;0;1
MHS759;0;24.061.173.800.412.300;2.801.338.373.724.310;32.671.824.493.181.900;30.455.468.031.279.500;104;96;1;4;1;1;1
MHS760;1;28.973.579.902.518.700;3.559.274.972.127.660;27.367.341.564.519.700;27.382.120.057.967.000;109;84;4;4;0;0;1
MHS761;0;3.033.381.062.677.190;2.602.276.382.066.500;2.969.190.977.603.860;3.614.525.153.173.800;144;116;1;2;0;1;1
MHS762;1;29.146.266.802.508.400;2.0;2.271.659.279.337.950;27.892.029.687.211.900;88;81;4;2;0;1;1
MHS763;0;23.332.630.864.111.300;25.757.916.359.191;2.752.366.489.529.400;3.607.210.401.734.330;90;79;1;2;1;0;1
MHS764;0;25.746.933.735.240.200;27.294.965.671.085.500;33.778.329.193.721.500;28.890.558.643.538.600;109;104;3;5;1;1;1
MHS765;1;3.147.828.700.423.350;2.861.736.759.802.440;30.676.035.405.318.200;35.167.819.775.325.900;142;139;4;0;0;1;0
MHS766;1;3.191.918.021.727.660;34.507.493.880.790.200;2.382.353.338.057.150;30.209.892.166.883.000;146;134;2;3;0;1;1
MHS767;1;260.057.384.946.871;35.285.683.844.004.600;3.476.015.065.718.650;4.0;84;84;1;5;1;0;1
MHS768;1;29.150.738.211.611.300;38.183.699.809.153.100;29.083.496.452.369.000;2.990.102.827.739.640;81;62;4;5;1;0;1
MHS769;0;25.601.012.835.460.500;2.270.288.870.758.420;2.0;30.497.259.484.563.300;99;73;4;1;0;1;1
MHS770;1;33.055.422.817.227.700;3.145.100.612.292.510;2.864.316.402.268.620;35.549.886.360.988.300;84;65;2;5;1;1;1
MHS771;1;3.603.997.019.930.190;2.0;3.790.635.975.809.570;279.666.577.906.154;121;100;4;0;0;1;1
MHS772;1;3.367.670.577.098.890;30.309.540.520.149.900;3.147.780.300.893.370;31.445.110.253.027.000;74;52;1;0;1;1;1
MHS773;1;26.065.966.715.518.000;26.077.519.638.052.300;38.996.255.228.430.900;34.294.473.983.299.300;136;127;1;0;0;0;0
MHS774;0;21.978.755.220.400.700;2.340.190.845.783.330;2.538.713.863.820.640;3.776.979.454.456.420;84;82;3;4;0;1;1
MHS775;1;2.665.932.034.984.190;2.609.363.750.152.800;2.689.430.955.593.800;34.312.011.443.794.400;71;49;3;2;0;1;1
MHS776;0;28.819.038.916.917.700;31.712.492.334.552.000;25.651.109.835.974.800;35.486.040.227.821.100;120;112;1;4;0;0;1
MHS777;1;29.857.240.077.321.500;30.593.395.420.338.400;3.220.259.803.190.450;2.540.515.439.472.610;79;76;4;5;0;0;1
MHS778;1;27.925.876.458.637.300;3.321.752.587.026.050;30.828.048.076.168.100;4.0;142;113;2;5;0;0;1
MHS779;0;29.682.132.304.069.300;2.274.536.054.444.380;3.037.788.186.335.010;3.524.432.070.937.680;88;66;1;5;1;1;1
MHS780;1;26.877.447.724.557.100;3.373.490.420.052.350;3.015.745.781.130.990;3.345.036.838.168.300;113;98;2;4;1;0;1
MHS781;0;2.451.977.251.873.270;2.205.728.819.137.220;30.706.455.137.035.500;2.957.111.742.413.840;141;114;3;3;1;0;1
MHS782;0;2.325.911.477.286.250;30.078.411.182.358.100;39.501.342.121.554.800;35.115.282.776.261.100;133;114;3;4;1;1;1
MHS783;1;3.042.319.889.271.600;27.806.927.393.868.700;2.095.336.503.569.320;31.007.000.466.340.800;79;71;3;3;0;1;1
MHS784;1;26.230.689.431.545.100;3.191.326.775.738.740;35.624.662.726.516.200;21.286.140.130.594.700;116;111;3;0;1;1;1
MHS785;1;22.782.214.829.081.300;33.434.376.116.014.400;32.430.842.989.832.500;2.837.350.537.838.210;108;81;2;4;0;0;1
MHS786;1;2.563.683.234.943.030;3.240.676.998.946.700;26.645.082.677.526.900;3.510.750.948.834.290;78;72;2;4;1;0;1
MHS787;0;297.682.787.697.022;37.775.558.096.546.500;32.047.396.930.990.200;36.935.036.595.624.600;102;87;2;0;0;1;1
MHS788;1;29.575.704.775.053.200;30.869.005.824.386.600;39.969.314.696.162.900;27.722.698.080.768.900;92;71;2;2;0;0;1
MHS789;0;33.356.986.856.706.400;358.939.816.389.276;4.0;24.968.870.760.917.600;103;79;3;5;1;0;1
MHS790;0;36.666.936.501.102.100;32.909.369.784.116.000;28.402.549.647.136.600;32.714.366.740.518.300;147;129;3;5;0;1;1
MHS791;1;35.007.811.398.816.900;25.515.691.093.746.500;2.0;29.897.939.283.669.300;122;99;3;5;1;1;1
MHS792;1;29.467.354.474.029.500;2.190.221.985.616.290;28.626.988.367.397.800;3.436.591.570.389.300;93;68;1;3;1;1;1
MHS793;1;30.036.813.407.117.800;22.607.265.315.006.000;27.561.832.895.225.100;22.818.730.675.359.400;130;104;1;3;1;0;1
MHS794;0;23.473.207.372.078.100;2.942.357.899.573.390;2.781.898.903.259.340;26.842.154.587.357.100;141;139;3;0;1;1;1
MHS795;0;3.225.544.106.252.780;27.666.270.947.124.700;24.578.781.231.941.400;30.613.660.808.191.300;120;106;4;5;1;0;1
MHS796;1;34.469.119.775.708.800;3.162.013.386.058.510;29.577.388.454.914.300;2.061.503.302.274.450;140;122;3;3;1;0;1
MHS797;1;2.864.282.332.218.800;30.964.039.191.984.900;30.132.861.417.209.200;2.866.503.604.912.100;148;135;1;2;1;0;1
MHS798;1;2.947.516.146.218.180;33.063.953.707.916.400;29.872.529.357.074.000;2.891.420.596.431.570;79;71;3;3;1;0;1
MHS799;0;256.608.263.303.529;3.253.401.546.879.750;3.807.997.031.281.610;3.413.014.395.853.390;106;101;2;2;0;0;1
MHS800;0;31.972.899.927.421.000;27.871.221.976.742.000;32.252.478.618.890.100;28.691.208.548.894.500;143;117;2;0;1;1;1
MHS801;0;26.700.118.075.052.700;35.410.813.887.552.000;28.216.751.364.008.500;36.197.888.175.804.000;125;104;1;2;1;1;1
MHS802;1;34.696.567.194.242.300;29.354.695.317.190.400;3.104.700.680.998.960;2.719.522.011.305.780;90;63;1;0;0;0;1
MHS803;0;2.685.928.130.415.410;3.049.466.893.514.440;316.917.872.096.798;25.037.109.966.355.800;110;81;1;0;1;1;1
MHS804;0;28.080.626.293.346.000;31.011.402.038.106.000;2.991.052.511.495.820;25.117.999.756.681.000;101;92;2;2;0;0;1
MHS805;1;3.134.865.353.581.400;29.563.353.177.981.900;3.257.128.539.306.340;3.594.666.417.156.240;105;77;1;0;1;1;1
MHS806;1;34.349.358.088.106.100;25.052.460.875.722.500;2.0;2.745.275.671.664.490;106;93;2;0;1;0;1
MHS807;0;30.390.600.347.980.400;3.172.811.059.304.650;28.221.588.841.947.200;2.622.944.794.520.830;142;121;4;0;1;0;1
MHS808;1;2.804.681.734.624.320;30.917.232.881.090.600;27.126.017.911.977.500;2.691.683.220.072.270;127;101;4;5;0;1;1
MHS809;1;2.0;31.367.643.855.708.800;34.245.713.029.660.900;2.362.740.446.346.310;100;90;4;3;1;1;1
MHS810;1;2.532.539.575.296.880;20.659.888.564.602.800;37.647.454.234.443.000;3.520.925.305.159.880;96;92;2;0;0;1;1
MHS811;1;2.371.676.374.685.470;3.084.256.701.166.710;31.894.168.163.447.300;33.476.886.182.008.600;134;123;4;2;0;1;1
MHS812;0;2.644.347.583.410.160;32.382.443.815.826.800;3.024.024.918.882.790;3.582.453.128.818.300;149;134;3;1;1;1;1
MHS813;1;31.094.819.579.279.800;2.579.089.184.065.920;2.0;33.420.816.043.044.700;88;82;1;2;0;1;1
MHS814;1;32.767.841.358.818.100;32.253.785.058.561.700;392.865.810.037.258;36.228.247.821.184.800;100;100;2;2;0;1;1
MHS815;1;2.799.287.226.213.940;31.060.182.559.414.600;3.175.373.848.523.820;23.776.857.664.208.800;147;120;1;2;1;0;1
MHS816;0;315.682.018.370.391;333.301.728.669.493;3.336.312.880.435.970;38.853.528.253.668.900;138;128;4;2;1;0;1
MHS817;1;27.319.907.106.098.000;28.954.600.409.618.900;29.316.008.800.073.100;25.760.234.717.154.800;114;103;1;4;0;0;1
MHS818;1;2.065.598.470.858.760;32.077.375.757.531.200;2.554.811.470.869.960;3.313.805.606.296.220;138;135;2;3;0;1;1
MHS819;0;36.493.487.001.584.500;4.0;31.690.334.560.698.200;33.229.860.814.097.600;70;68;4;4;1;0;1
MHS820;0;2.671.432.518.860.970;26.511.405.480.508.700;26.732.685.521.375.900;280.672.919.205.112;73;57;2;1;0;0;1
MHS821;1;32.865.146.680.257.000;32.276.990.854.891.000;26.759.054.264.663.200;32.545.629.975.250.500;112;92;2;0;1;0;1
MHS822;1;34.907.664.376.495.600;31.374.563.553.937.500;23.045.529.343.706.100;27.588.292.123.936.300;88;75;1;5;1;0;1
